,ID,Area,City,Restaurant,price,avg_ratings,total_ratings,food_type,Address,delivery_time,Price_range,Rating_range,Delivery_range,primary_cuisine,num_of_cuisines,popularity_scores,Pop_bracket
0,211,Koramangala,Bangalore,Tandoor Hut,300.0,4.4,100,"Biryani,Chinese,North Indian,South Indian",5Th Block,59,mid range,High rated,slow ,Biryani,4,20.306530274101544,Medium Popularity
1,221,Koramangala,Bangalore,Tunday Kababi,300.0,4.1,100,"Mughlai,Lucknowi",5Th Block,56,mid range,High rated,slow ,Mughlai,2,18.921994119049163,Medium Popularity
2,246,Jogupalya,Bangalore,Kim Lee,650.0,4.4,100,Chinese,Double Road,50,premium,High rated,Moderate,Chinese,1,20.306530274101544,Medium Popularity
3,248,Indiranagar,Bangalore,New Punjabi Hotel,250.0,3.9,500,"North Indian,Punjabi,Tandoor,Chinese",80 Feet Road,57,mid range,avg rated,slow ,North Indian,4,24.24476379423097,Medium Popularity
4,249,Indiranagar,Bangalore,Nh8,350.0,4.0,50,"Rajasthani,Gujarati,North Indian,Snacks,Desserts,Beverages,Thalis,Chaat",80 Feet Road,63,mid range,avg rated,slow ,Rajasthani,8,15.727302530897303,Medium Popularity
5,254,Indiranagar,Bangalore,Treat,800.0,4.5,100,"Mughlai,North Indian",100 Feet Road,56,premium,High rated,slow ,Mughlai,2,20.768042325785668,Medium Popularity
6,258,Indiranagar,Bangalore,Chinita Real Mexican Food,1000.0,4.5,500,"Mexican,Beverages,Salads",Double Road,53,premium,High rated,Moderate,Mexican,3,27.97472745488189,High Popularity
7,263,Koramangala,Bangalore,Cupcake Noggins - Cakespastries And Desserts,150.0,4.3,100,"Desserts,British,Bakery,Pizzas,Snacks",4Th Block,57,budget,High rated,slow ,Desserts,5,19.845018222417416,Medium Popularity
8,267,Domlur,Bangalore,Tea Brew,350.0,4.1,100,"American,Italian,Beverages,Continental,Chinese,Pastas,Pizzas,Fast Food",Double Road,57,mid range,High rated,slow ,American,8,18.921994119049163,Medium Popularity
9,308,Koramangala,Bangalore,Bangaliana,300.0,4.0,500,Bengali,7Th Block,57,mid range,avg rated,slow ,Bengali,1,24.866424404339458,Medium Popularity
10,435,Koramangala,Bangalore,Bamey'S Restro Cafe,400.0,4.4,100,"Chinese,Thai,Nepalese",5Th Block,56,mid range,High rated,slow ,Chinese,3,20.306530274101544,Medium Popularity
11,446,Cooke Town,Bangalore,Altaf'S Chillies Restaurants,250.0,4.3,500,"North Indian,Chinese",Cooke Town,55,mid range,High rated,Moderate,North Indian,2,26.731406234664917,High Popularity
12,453,Pulikeshi Nagar,Bangalore,Chichabas Taj,532.0,4.2,100,"Mughlai,North Indian,Biryani",Mm Road,54,premium,High rated,Moderate,Mughlai,3,19.38350617073329,Medium Popularity
13,464,Sivanchetti Gardens,Bangalore,Urban Solace,500.0,2.9,80,"American,Continental",Ulsoor Lake,48,premium,below avg rated,Moderate,American,2,12.743902548550073,Medium Popularity
14,504,Kodihalli,Bangalore,Kaati Zone Rolls & Wraps,150.0,4.3,100,"Fast Food,Beverages,Bengali,Biryani,Indian,North Indian,Snacks,Street Food",Domlur Layout,59,budget,High rated,slow ,Fast Food,8,19.845018222417416,Medium Popularity
15,604,Koramangala,Bangalore,Aalishan Restaurant & Caterer,290.0,4.3,100,"Mughlai,North Indian",7Th Block,52,mid range,High rated,Moderate,Mughlai,2,19.845018222417416,Medium Popularity
16,608,Domlur,Bangalore,Kerala Pavilion,300.0,4.1,100,"Kerala,Seafood",Domlur Layout,55,mid range,High rated,Moderate,Kerala,2,18.921994119049163,Medium Popularity
17,621,Indiranagar,Bangalore,Kitchen Of Joy,250.0,4.4,100,"Bengali,Fast Food,Chinese",Domlur,55,mid range,High rated,Moderate,Bengali,3,20.306530274101544,Medium Popularity
18,1050,Jayanagar,Bangalore,Nagarjuna Chimney,800.0,4.2,1000,"Seafood,Andhra,Biryani,South Indian,Combo,Desserts,Beverages",3Rd Block,48,premium,High rated,Moderate,Seafood,7,29.016770073123926,High Popularity
19,1299,Film Nagar,Hyderabad,So. The Sky Kitchen,800.0,2.9,80,"Mughlai,North Indian,Chinese,Thai,Asian",Near Apollo Health City Gate,90,premium,below avg rated,slow ,Mughlai,5,12.743902548550073,Medium Popularity
20,1304,Indiranagar,Bangalore,Esplanade,1200.0,4.3,100,"Mughlai,Bengali",I Indirangar,54,premium,High rated,Moderate,Mughlai,2,19.845018222417416,Medium Popularity
21,1457,Banashankari,Bangalore,Hotel New Karavali,250.0,3.8,100,"North Indian,Chinese,South Indian",Bsk 1St Stage,53,mid range,avg rated,Moderate,North Indian,3,17.537457963996786,Medium Popularity
22,1547,Masab Tank,Hyderabad,Dine Hill,400.0,4.1,500,"Arabian,Biryani,North Indian,Chinese",Ahmed Nagar,49,mid range,High rated,Moderate,Arabian,4,25.488085014447943,High Popularity
23,1590,Banjara Hills,Hyderabad,Sarvi Restaurant,400.0,4.1,5000,"Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai",Road 11,56,mid range,High rated,slow ,Biryani,7,34.9213120028175,High Popularity
24,1593,Banjara Hills,Hyderabad,Sarvi Bakery,250.0,4.1,100,"Desserts,Fast Food,Bakery",Opposite Care Hospital Road 11 Banjara Hills,58,mid range,High rated,slow ,Desserts,3,18.921994119049163,Medium Popularity
25,1609,Andheri East,Mumbai,Kung Fu Panda,600.0,4.3,100,Chinese  Thai  Asian,Marol,58,premium,High rated,slow ,Chinese  Thai  Asian,1,19.845018222417416,Medium Popularity
26,1617,Powai,Mumbai,Kosho,300.0,4.2,100,"Mughlai,North Indian,Chinese,Seafood,Italian",Chandivali,56,mid range,High rated,slow ,Mughlai,5,19.38350617073329,Medium Popularity
27,1844,Punjagutta,Hyderabad,Chinese Pavilion,850.0,4.3,500,"Chinese,Seafood",Nagarjuna Circle,64,premium,High rated,slow ,Chinese,2,26.731406234664917,High Popularity
28,1848,Banjara Hills,Hyderabad,Chef Inam'S Steak House,1200.0,4.2,100,"Steakhouse,American",Sri Ram Nagar Colony Banjara Hills,69,premium,High rated,slow ,Steakhouse,2,19.38350617073329,Medium Popularity
29,1874,Indiranagar,Bangalore,Mamagoto,900.0,4.2,100,"Chinese,Asian,Pan-Asian,Thai,Oriental",Mamagoto,59,premium,High rated,slow ,Chinese,5,19.38350617073329,Medium Popularity
30,1884,Powai,Mumbai,Hakka Express,300.0,4.0,100,"Chinese,Asian,Thai",Narayan Plaza,48,mid range,avg rated,Moderate,Chinese,3,18.46048206736504,Medium Popularity
31,2008,Indiranagar,Bangalore,The Brekkie Shop - All Day Menu,200.0,4.3,500,"British,Italian,Indian,Chinese,South Indian,North Indian,Desserts",1St Stage,57,mid range,High rated,slow ,British,7,26.731406234664917,High Popularity
32,2042,Aundh,Pune,Juice Destination,200.0,4.2,500,"Thalis,North Indian,Punjabi,Beverages",Iti Road Aundh,60,mid range,High rated,slow ,Thalis,4,26.10974562455643,High Popularity
33,2047,Aundh,Pune,Hyderabadi Spice,400.0,4.2,1000,"Biryani,Mughlai,North Indian,Chinese",Parihar Chowk,58,mid range,High rated,slow ,Biryani,4,29.016770073123926,High Popularity
34,2102,Aundh,Pune,Cafe Peterdonuts,400.0,4.1,50,"Continental,Desserts",Gaikwad Nagar,71,mid range,High rated,slow ,Continental,2,16.120485094169734,Medium Popularity
35,2250,Baner,Pune,Karolbaug,750.0,4.1,50,"Mughlai,North Indian,Chinese,Biryani",Sakal Nagar,72,premium,High rated,slow ,Mughlai,4,16.120485094169734,Medium Popularity
36,2312,Powai Area,Mumbai,The Punjabi'S Kitchen,500.0,4.4,500,North Indian,Guru Hargobindji Marg  Andheri East,65,premium,High rated,slow ,North Indian,1,27.353066844773405,High Popularity
37,2344,Ramgopalpet,Hyderabad,Aangan - Yatri Nivas,500.0,4.1,100,North Indian  South Indian,S P Road,66,premium,High rated,slow ,North Indian  South Indian,1,18.921994119049163,Medium Popularity
38,2348,Kalasiguda,Hyderabad,Bluefox,800.0,4.2,1000,Biryani  North Indian  Chinese  Tandoor,Sd Road,68,premium,High rated,slow ,Biryani  North Indian  Chinese  Tandoor,1,29.016770073123926,High Popularity
39,2516,Aundh,Pune,Taaareef,1100.0,4.4,100,"Mughlai,North Indian,Seafood,Biryani",Iti Road,67,premium,High rated,slow ,Mughlai,4,20.306530274101544,Medium Popularity
40,2770,Kalasiguda,Hyderabad,Flavours Of Taj Mahal Hotel,300.0,4.2,1000,North Indian  Chinese  Desserts  Continental  South Indian,Sd Road,57,mid range,High rated,slow ,North Indian  Chinese  Desserts  Continental  South Indian,1,29.016770073123926,High Popularity
41,2776,Adarsh Nagar,Hyderabad,Ohri'S Eatmor,600.0,4.2,500,"Ice Cream,Beverages,Desserts,Chaat,Italian",New Mla Quarters,37,premium,High rated,Fast Delivery,Ice Cream,5,26.10974562455643,High Popularity
42,2777,Adarsh Nagar,Hyderabad,Ohri'S Ming'S Court,500.0,4.0,1000,Chinese,New Mla Quarters,39,premium,avg rated,Fast Delivery,Chinese,1,27.63501911726088,High Popularity
43,2795,Himayatnagar,Hyderabad,Minerva Coffee Shop,500.0,4.3,1000,"South Indian,North Indian,Chinese",Himayath Nagar Road,30,premium,High rated,Fast Delivery,South Indian,3,29.707645551055446,High Popularity
44,2796,Himayatnagar,Hyderabad,Bluefox,800.0,4.1,1000,"Biryani,North Indian,Chinese,Tandoor",Himayath Nagar Road,36,premium,High rated,Fast Delivery,Biryani,4,28.325894595192402,High Popularity
45,2811,Ashok Nagar,Bangalore,Art Of Delight,250.0,4.6,100,"Ice Cream,Desserts,Beverages",Residency Road,34,mid range,High rated,Fast Delivery,Ice Cream,3,21.229554377469793,Medium Popularity
46,2820,Commercial Street,Bangalore,Khan Saheb Grills And Rolls,300.0,4.3,50,"Tandoor,Mughlai,North Indian,Kebabs",Kamaraj Road,39,mid range,High rated,Fast Delivery,Tandoor,4,16.9068502207146,Medium Popularity
47,2824,Richmond Town,Bangalore,Fanoos,300.0,4.2,500,"Biryani,Tandoor,Kebabs,Barbecue,Fast Food",Hosur Road,33,mid range,High rated,Fast Delivery,Biryani,5,26.10974562455643,High Popularity
48,2827,Richmond Town,Bangalore,In Wok,500.0,4.3,100,Chinese,Richmond,44,premium,High rated,Moderate,Chinese,1,19.845018222417416,Medium Popularity
49,2832,Ashok Nagar,Bangalore,Lakeview Milkbar,450.0,4.1,100,"Desserts,Ice Cream,Bakery,Fast Food",Mg Road,31,premium,High rated,Fast Delivery,Desserts,4,18.921994119049163,Medium Popularity
50,2839,Ashok Nagar,Bangalore,C Sharp Kitchen,300.0,2.9,80,"Chinese,Continental,Fast Food",Church Street,33,mid range,below avg rated,Fast Delivery,Chinese,3,12.743902548550073,Medium Popularity
51,2840,Ashok Nagar,Bangalore,Roomali,1000.0,4.4,100,"North Indian,Indian",Church Street,35,premium,High rated,Fast Delivery,North Indian,2,20.306530274101544,Medium Popularity
52,2843,Ashok Nagar,Bangalore,Tadka Singh,300.0,4.2,100,"Punjabi,North Indian",Church Street,38,mid range,High rated,Fast Delivery,Punjabi,2,19.38350617073329,Medium Popularity
53,2914,Ashok Nagar,Bangalore,Bheemas,550.0,4.3,100,Andhra,Church Street,31,premium,High rated,Fast Delivery,Andhra,1,19.845018222417416,Medium Popularity
54,2915,Vasanth Nagar,Bangalore,Watson'S,450.0,2.9,80,Fast Food,1St Main Road,53,premium,below avg rated,Moderate,Fast Food,1,12.743902548550073,Medium Popularity
55,2964,Andheri East,Mumbai,Sai Leela,500.0,4.2,20,"Mughlai,North Indian,Chinese,Seafood",Andheri East,63,premium,High rated,slow ,Mughlai,4,12.786994238438377,Medium Popularity
56,3007,Bhowanipore,Kolkata,Tandoori Darbar,500.0,4.4,100,"North Indian,Chinese,Tandoor,Biryani,Beverages,Desserts",Hazra Road,71,premium,High rated,slow ,North Indian,6,20.306530274101544,Medium Popularity
57,3010,Ballygunge,Kolkata,Ballygunge Dhaba,500.0,4.3,500,"North Indian,Biryani,Chinese",Ballygunge,59,premium,High rated,slow ,North Indian,3,26.731406234664917,High Popularity
58,3018,Gariahat,Kolkata,Tero Parbon,500.0,4.3,100,Bengali,Purna Das Road Hindustan Park,72,premium,High rated,slow ,Bengali,1,19.845018222417416,Medium Popularity
59,3020,Ballygunge,Kolkata,Wise Owl The Coffee Shop,700.0,4.3,100,"Continental,American,Cafe",Purnadas Road,76,premium,High rated,slow ,Continental,3,19.845018222417416,Medium Popularity
60,3022,Gariahat,Kolkata,Aminia Restaurant- Golpark,500.0,4.3,1000,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",Ballygunge Gardens,67,premium,High rated,slow ,Biryani,6,29.707645551055446,High Popularity
61,3025,Gariahat,Kolkata,Bedouin - Sher E Bengal,500.0,2.9,80,"North Indian,Chinese,Bengali",Gariahat Road Gariahat,70,premium,below avg rated,slow ,North Indian,3,12.743902548550073,Medium Popularity
62,3031,Ballygunge,Kolkata,Sharma Dhaba,300.0,4.2,1000,North Indian  Fast Food  Tandoor  Biryani  Kebabs  Snacks  Chinese,Ballygunge Circular Road  Ballygunge Maidan Camp  Ballygunge,54,mid range,High rated,Moderate,North Indian  Fast Food  Tandoor  Biryani  Kebabs  Snacks  Chinese,1,29.016770073123926,High Popularity
63,3063,Indiranagar,Bangalore,Kund Indian Barbeque,200.0,4.2,100,"Mughlai,North Indian,Biryani,Kebabs,Desserts",1St Stage,58,mid range,High rated,slow ,Mughlai,5,19.38350617073329,Medium Popularity
64,3071,Bhowanipore,Kolkata,Jai Hind Dhaba,500.0,4.3,1000,"North Indian,Indian,Tandoor,Kebabs,Punjabi,Home Food,Chinese",Sarat Bose Road Paddapukur,60,premium,High rated,slow ,North Indian,7,29.707645551055446,High Popularity
65,3074,Kalighat,Kolkata,Tamarind,1100.0,4.4,100,"North Indian,South Indian",Sarat Bose Road Desapriya Park,73,premium,High rated,slow ,North Indian,2,20.306530274101544,Medium Popularity
66,3207,Pulikeshi Nagar,Bangalore,Pathaan Sir,300.0,4.2,100,Fast Food,Coles Road,47,mid range,High rated,Moderate,Fast Food,1,19.38350617073329,Medium Popularity
67,3265,Indiranagar,Bangalore,Chaipatty,200.0,3.9,50,"Fast Food,Beverages,Pizzas,Street Food,Snacks",Hanumanthanagar,56,mid range,avg rated,slow ,Fast Food,5,15.33411996762487,Medium Popularity
68,3279,Powai Area,Mumbai,5 Spice,1100.0,4.2,500,"Chinese,Desserts",Powai Area,53,premium,High rated,Moderate,Chinese,2,26.10974562455643,High Popularity
69,3324,Punjagutta,Hyderabad,Srikanya,250.0,4.1,1000,"Andhra,Seafood",Punjagutta Road,56,mid range,High rated,slow ,Andhra,2,28.325894595192402,High Popularity
70,3326,Sion,Mumbai,Cafe Vrindavan,500.0,4.3,100,"North Indian,Chinese,South Indian",Sion Station,42,premium,High rated,Moderate,North Indian,3,19.845018222417416,Medium Popularity
71,3329,Mumbai,Mumbai,Ramdeo,450.0,4.0,500,"North Indian,Chinese,South Indian,Fast Food",Sion Station,44,premium,avg rated,Moderate,North Indian,4,24.866424404339458,Medium Popularity
72,3331,Mumbai,Mumbai,Shabari,400.0,3.9,100,"North Indian,South Indian,Fast Food",Sion West,48,mid range,avg rated,Moderate,North Indian,3,17.99897001568091,Medium Popularity
73,3332,Rajajinagar,Bangalore,The Purple Pan,400.0,4.1,1000,"Mughlai,North Indian,Chinese,Arabian",Dr. Rajkumar Road,56,mid range,High rated,slow ,Mughlai,4,28.325894595192402,High Popularity
74,3350,Pulikeshi Nagar,Bangalore,Moriz Nano,500.0,2.9,80,"North Indian,Chinese,Biryani,Seafood",Lakeview,50,premium,below avg rated,Moderate,North Indian,4,12.743902548550073,Medium Popularity
75,3369,Ashok Nagar,Bangalore,Truffles,450.0,4.5,1000,"American,Desserts,Continental,Italian",St. Marks Road,29,premium,High rated,Fast Delivery,American,4,31.08939650691849,High Popularity
76,3439,Golpark,Kolkata,The Grub Club,400.0,4.3,1000,"Italian,Chinese,Thai",Golpark,69,mid range,High rated,slow ,Italian,3,29.707645551055446,High Popularity
77,3454,Koramangala,Bangalore,Lazeez,500.0,4.2,500,"North Indian,Mughlai",5Th Block,55,premium,High rated,Moderate,North Indian,2,26.10974562455643,High Popularity
78,3531,Shivajinagar,Pune,Marrakesh,300.0,4.0,100,"Lebanese,North Indian,Afghani,Mughlai,Combo,Biryani,Kebabs,Mediterranean,Arabian,Middle Eastern,Desserts",Fc Road,46,mid range,avg rated,Moderate,Lebanese,11,18.46048206736504,Medium Popularity
79,3549,Banjara Hills,Hyderabad,Keshav Reddy Sweets,150.0,4.2,500,"Sweets,Bakery,Desserts,Fast Food,Street Food,Chaat",Road No 2,65,budget,High rated,slow ,Sweets,6,26.10974562455643,High Popularity
80,3813,Gariahat,Kolkata,Kimli,600.0,4.4,100,"Chinese,Seafood",Purnadas Road,69,premium,High rated,slow ,Chinese,2,20.306530274101544,Medium Popularity
81,3830,Koregaon Park,Pune,Prem'S,1200.0,4.2,100,"North Indian,Chinese,Continental,Asian,Desserts,Beverages",Koregaon Park,53,premium,High rated,Moderate,North Indian,6,19.38350617073329,Medium Popularity
82,3835,Deccan Gymkhana,Pune,The Chocolate Room,450.0,2.9,80,"Desserts,Continental,Fast Food",Fc Road,39,premium,below avg rated,Fast Delivery,Desserts,3,12.743902548550073,Medium Popularity
83,3855,Koregaon Park,Pune,Uncle'S Chinese,350.0,4.1,1000,"Chinese,Thai,Malaysian",Koregaon Park,55,mid range,High rated,Moderate,Chinese,3,28.325894595192402,High Popularity
84,3889,Jayanagar,Bangalore,House Of Kebab'S,500.0,3.7,50,"North Indian,Chinese,Biryani",Rv Road,51,premium,avg rated,Moderate,North Indian,3,14.547754841080005,Medium Popularity
85,3914,Karkhana,Hyderabad,Oh So Stoned,300.0,3.9,100,Ice Cream  Desserts,Vikrampuri Colony,68,mid range,avg rated,slow ,Ice Cream  Desserts,1,17.99897001568091,Medium Popularity
86,4051,Kothrud,Pune,Zest Cafe Bar,250.0,4.2,20,"Chinese,Fast Food",Ideal Chambers  Kothrud,57,mid range,High rated,slow ,Chinese,2,12.786994238438377,Medium Popularity
87,4064,Koregaon Park,Pune,Seven - Shawarma And Burgers,250.0,3.9,100,"Lebanese,Fast Food,Snacks,Arabian",Koregaon Park,51,mid range,avg rated,Moderate,Lebanese,4,17.99897001568091,Medium Popularity
88,4086,Kothrud,Pune,Rushhrs,250.0,4.3,100,"Salads,Healthy Food",Karishma Housing Society,46,mid range,High rated,Moderate,Salads,2,19.845018222417416,Medium Popularity
89,4087,Erandwane,Pune,Aroma'S Hyderabad House - Karve Road,400.0,4.2,500,"Biryani,Mughlai,North Indian,Chinese",Karve Road,35,mid range,High rated,Fast Delivery,Biryani,4,26.10974562455643,High Popularity
90,4138,Koti,Hyderabad,Grand Hotel,300.0,4.1,10000,"Biryani,Tandoor,Chinese,Indian,Kebabs,Desserts",Abids Road,24,mid range,High rated,Fast Delivery,Biryani,6,37.76280550460372,High Popularity
91,4188,Dilsukhnagar,Hyderabad,Tipsy Topsy,250.0,3.7,500,Chinese  Italian  Desserts  Bakery  Fast Food,Dilsukhnagar Main Road,39,mid range,avg rated,Fast Delivery,Chinese  Italian  Desserts  Bakery  Fast Food,1,23.001442574014,Medium Popularity
92,4248,Nagole,Hyderabad,Hotel Swagath Grand - Dhanturi Group Of Hotels,300.0,3.9,1000,"Biryani,Chinese,South Indian,North Indian,Tandoor",Alkapuri X Roads,67,mid range,avg rated,slow ,Biryani,5,26.944143639329358,High Popularity
93,4252,Chandrapuri Colony,Hyderabad,Hotel Sitara Grand - Dhanturi Group Of Hotels,300.0,3.8,1000,"Biryani,Chinese,South Indian,North Indian,Tandoor",L B Nagar,70,mid range,avg rated,slow ,Biryani,5,26.253268161397838,High Popularity
94,4256,Kothapet,Hyderabad,Nakshatra Inn Multi Cuisine Restaurant,300.0,3.8,100,"Biryani,Chinese,North Indian,South Indian",Lakshmi Nagar Colony,52,mid range,avg rated,Moderate,Biryani,4,17.537457963996786,Medium Popularity
95,4320,Narayanguda,Hyderabad,Mehfil,300.0,3.9,10000,"Biryani,Tandoor,Chinese,Indian,Kebabs,Desserts",Narayanguda,25,mid range,avg rated,Fast Delivery,Biryani,6,35.920717431208416,High Popularity
96,4338,Fc Road,Pune,The Burger Barn Cafe,300.0,4.1,100,"American,Fast Food",Ghole Road,46,mid range,High rated,Moderate,American,2,18.921994119049163,Medium Popularity
97,4429,Park Street Area,Kolkata,Sip & Sandwich,300.0,2.9,80,Pastas  Beverages  Fast Food,Park Street,60,mid range,below avg rated,slow ,Pastas  Beverages  Fast Food,1,12.743902548550073,Medium Popularity
98,4430,Beniapukur,Kolkata,Shiraz Golden Restaurant,500.0,4.4,1000,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",Park Street,52,premium,High rated,Moderate,Biryani,6,30.398521028986973,High Popularity
99,4484,Park Street Area,Kolkata,Mocambo,1500.0,4.4,1000,"North Indian,Biryani,Continental,Italian",Park Street,62,premium,High rated,slow ,North Indian,4,30.398521028986973,High Popularity
100,4558,Bidhannagar,Kolkata,The Scoop,400.0,4.1,100,"North Indian,Chinese,South Indian,Fast Food",Sector 1,70,mid range,High rated,slow ,North Indian,4,18.921994119049163,Medium Popularity
101,4565,Bidhannagar,Kolkata,Kaafila,1600.0,3.9,50,"Mughlai,North Indian",Sector 1,71,premium,avg rated,slow ,Mughlai,2,15.33411996762487,Medium Popularity
102,4587,Bidhannagar,Kolkata,Ranjan'S,200.0,4.2,100,"North Indian,Chinese",Sector 3,56,mid range,High rated,slow ,North Indian,2,19.38350617073329,Medium Popularity
103,4599,Bidhannagar,Kolkata,Balle Balle Dhaba,500.0,4.1,1000,"North Indian,Punjabi,Biryani",Sector 1,59,premium,High rated,slow ,North Indian,3,28.325894595192402,High Popularity
104,4600,Bidhannagar,Kolkata,Le Coffee Creme,600.0,3.9,50,"Combo,Chinese,Continental,Italian,Fast Food,Mexican",Sector 1,68,premium,avg rated,slow ,Combo,6,15.33411996762487,Medium Popularity
105,4614,Himayatnagar,Hyderabad,Crystal Restaurant,350.0,3.9,1000,"Biryani,North Indian,Chinese",Rtc X Roads,34,mid range,avg rated,Fast Delivery,Biryani,3,26.944143639329358,High Popularity
106,4650,New Nallakunta,Hyderabad,Bawarchi,300.0,3.9,10000,"Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai",Rtc X Roads,27,mid range,avg rated,Fast Delivery,Biryani,7,35.920717431208416,High Popularity
107,4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100,"American,Steakhouse,Italian,Mexican,Continental,Mediterranean,Desserts,Grill,Salads,Pastas,Pizzas,Lebanese",Kensington Point,52,premium,High rated,Moderate,American,12,19.38350617073329,Medium Popularity
108,4774,Adikmet,Hyderabad,Us Pizza,200.0,3.2,20,"Italian,Pizzas,Fast Food,Beverages,Desserts",O.U Road,48,mid range,avg rated,Moderate,Italian,5,9.742471800714954,Less popularity
109,4776,Amberpet,Hyderabad,Surabhi Grand,300.0,4.0,500,"Mughlai,North Indian,Chinese,Seafood",Tilaknagar,45,mid range,avg rated,Moderate,Mughlai,4,24.866424404339458,Medium Popularity
110,4781,Himayatnagar,Hyderabad,Bluedragon By Mandilicious,300.0,4.2,20,Chinese,Himayathnagar,34,mid range,High rated,Fast Delivery,Chinese,1,12.786994238438377,Medium Popularity
111,4783,Adikmet,Hyderabad,Frosty Den,200.0,2.2,20,"Ice Cream,Pizzas,Fast Food,Beverages,Desserts",O.U Road,43,mid range,below avg rated,Moderate,Ice Cream,5,6.697949362991531,Less popularity
112,4810,Banjara Hills,Hyderabad,Sitara Grand - Nizami Pakwaan,300.0,3.6,100,"Biryani,Chinese,South Indian,North Indian,Tandoor",Road No 12,62,mid range,avg rated,slow ,Biryani,5,16.614433860628534,Medium Popularity
113,4841,Karve Nagar,Pune,Cheesiano Pizza,500.0,3.9,100,"Italian,Pizzas,Fast Food",Karvenagar,52,premium,avg rated,Moderate,Italian,3,17.99897001568091,Medium Popularity
114,4853,Domlur,Bangalore,Venus Biryani,200.0,4.1,500,Biryani,3Rd Cross,49,mid range,High rated,Moderate,Biryani,1,25.488085014447943,High Popularity
115,4956,Andheri East,Mumbai,Rj Spice,450.0,4.1,20,Chinese  Thai  Fast Food,Jb Nagar  Andheri East,55,premium,High rated,Moderate,Chinese  Thai  Fast Food,1,12.482541994666033,Medium Popularity
116,5107,Agarkar Nagar,Pune,Blue Nile,1000.0,4.2,1000,"Biryani,Mughlai,Tandoor,Chinese,Desserts,Ice Cream,Beverages",Bund Garden Road,31,premium,High rated,Fast Delivery,Biryani,7,29.016770073123926,High Popularity
117,5119,Koregaon Park,Pune,Arthur'S Theme,800.0,4.3,100,"Italian,European",Lane No 6 Opp Cosmos Bank Kp,56,premium,High rated,slow ,Italian,2,19.845018222417416,Medium Popularity
118,5120,Mundhwa,Pune,Carnival Restaurant & Bar,1000.0,4.2,100,"North Indian,Chinese,Seafood,Continental",Mundhwa Road Kp,64,premium,High rated,slow ,North Indian,4,19.38350617073329,Medium Popularity
119,5139,Shivajinagar,Pune,Smokin' Joe'S,400.0,4.0,50,"American,Fast Food",Jm Road,35,mid range,avg rated,Fast Delivery,American,2,15.727302530897303,Medium Popularity
120,5150,Mohammed Wadi,Pune,Chai - The Way You Like It,250.0,4.0,50,Fast Food,Salunkhe Vihar Road,73,mid range,avg rated,slow ,Fast Food,1,15.727302530897303,Medium Popularity
121,5157,Shivajinagar,Pune,Mainland China,850.0,4.4,100,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",Pyramid Mall,53,premium,High rated,Moderate,Chinese,7,20.306530274101544,Medium Popularity
122,5172,Bandra Area,Mumbai,Theobroma,800.0,4.7,500,"Desserts,Bakery,Beverages",Bandra Area,40,premium,High rated,Fast Delivery,Desserts,3,29.218048675098863,High Popularity
123,5208,Paschim Vihar,Delhi,Deli 63,400.0,2.9,80,"Street Food,Fast Food",Punjabi Bagh,60,mid range,below avg rated,slow ,Street Food,2,12.743902548550073,Medium Popularity
124,5221,Malleshwaram,Bangalore,Food Paradise,326.0,3.9,100,"Mughlai,North Indian,Chinese,Fast Food",Malleshwaram,53,mid range,avg rated,Moderate,Mughlai,4,17.99897001568091,Medium Popularity
125,5247,Ashok Nagar,Bangalore,Corner House Ice Cream,250.0,4.7,1000,"Ice Cream,Desserts",Residency Road,31,mid range,High rated,Fast Delivery,Ice Cream,2,32.47114746278154,High Popularity
126,5251,Kalighat,Kolkata,Bachan'S Dhaba,250.0,4.3,5000,"North Indian,Chinese",Near Kalighat Metro Rash Behari Avenue,61,mid range,High rated,slow ,North Indian,2,36.624790637101285,High Popularity
127,5255,Ballygunge,Kolkata,Mainland China,850.0,4.5,100,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",Ballygunge,64,premium,High rated,slow ,Chinese,7,20.768042325785668,Medium Popularity
128,5285,Lakdikapul,Hyderabad,Chicha'S,200.0,3.8,500,"Biryani,Hyderabadi,Indian,Street Food",P & T Officers Colony,40,mid range,avg rated,Fast Delivery,Biryani,4,23.623103184122485,Medium Popularity
129,5297,Deccan Gymkhana,Pune,Le Plaisir,1000.0,4.5,500,"Italian,Continental,European,Desserts",Prabhat Road Deccan,40,premium,High rated,Fast Delivery,Italian,4,27.97472745488189,High Popularity
130,5370,Deccan Gymkhana,Pune,Cafe Goodluck,200.0,4.4,100,"North Indian,Fast Food,Biryani,Cafe,Snacks,Beverages,Bakery",Shivajinagar,35,mid range,High rated,Fast Delivery,North Indian,7,20.306530274101544,Medium Popularity
